@RELATION  DAT_MT_EURUSD_M1_201603_MACDRecommendationTestSet

@ATTRIBUTE timestamp DATE "yyyy.MM.dd HH:mm"
@ATTRIBUTE open real
@ATTRIBUTE high real
@ATTRIBUTE low real
@ATTRIBUTE close real
@ATTRIBUTE histogram1 real
@ATTRIBUTE histogram2 real

@data
"2016.03.17 13:02",1.13247,1.13263,1.13239,1.13248,1.4514579735572328E-4,-3.6289079520445897E-5
"2016.03.17 14:02",1.13169,1.13169,1.13124,1.13144,-3.6289079520445897E-5,-1.707216085056907E-4
"2016.03.17 15:02",1.13179,1.13187,1.1317,1.13172,-1.707216085056907E-4,-2.848502846247176E-4
"2016.03.17 16:02",1.1318,1.1318,1.13172,1.13174,-2.848502846247176E-4,-3.936607399490661E-4
"2016.03.17 17:02",1.13158,1.13158,1.13153,1.13154,-3.936607399490661E-4,-4.842402848895602E-4
"2016.03.17 18:02",1.13144,1.13147,1.13136,1.13147,-4.842402848895602E-4,-5.332903251597911E-4
"2016.03.17 19:02",1.13172,1.13178,1.13171,1.13178,-5.332903251597911E-4,-5.971960804483567E-4
"2016.03.17 20:02",1.13142,1.13142,1.13128,1.13139,-5.971960804483567E-4,-6.216677461140458E-4
"2016.03.17 21:02",1.13175,1.13189,1.13167,1.13169,-6.216677461140458E-4,-5.58734532685263E-4
"2016.03.17 22:02",1.13265,1.13296,1.13265,1.13293,-5.58734532685263E-4,-5.789748523052259E-4
"2016.03.17 23:02",1.13203,1.13209,1.13202,1.13204,-5.789748523052259E-4,-6.030173813495491E-4
"2016.03.18 0:02",1.13184,1.13192,1.13181,1.13187,-6.030173813495491E-4,-6.663752654759067E-4
"2016.03.18 1:02",1.13109,1.13114,1.13108,1.13108,-6.663752654759067E-4,-7.042245821884323E-4
"2016.03.18 2:02",1.13116,1.13118,1.13097,1.131,-7.042245821884323E-4,-7.837613862962498E-4
"2016.03.18 3:02",1.1298,1.12999,1.1298,1.12996,-7.837613862962498E-4,-9.396308426044752E-4
"2016.03.18 4:02",1.12819,1.12836,1.12803,1.12804,-9.396308426044752E-4,-0.0011145244607755947
"2016.03.18 5:02",1.12639,1.12652,1.12634,1.12641,-0.0011145244607755947,-0.0011128586871145302
"2016.03.18 6:02",1.12757,1.12774,1.12753,1.12755,-0.0011128586871145302,-0.0010925299421787246
"2016.03.18 7:02",1.12723,1.12727,1.127,1.12721,-0.0010925299421787246,-9.882415712390393E-4
"2016.03.18 8:02",1.12778,1.128,1.12777,1.12798,-9.882415712390393E-4,-8.600705651069821E-4
"2016.03.18 9:02",1.12819,1.12837,1.12817,1.12835,-8.600705651069821E-4,-7.510451724176436E-4
"2016.03.18 10:02",1.12823,1.12872,1.12814,1.12826,-7.510451724176436E-4,-5.833567200272522E-4
"2016.03.18 11:02",1.12952,1.12964,1.12928,1.12934,-5.833567200272522E-4,-4.699614557103984E-4
"2016.03.18 12:02",1.12901,1.12922,1.12897,1.12911,-4.699614557103984E-4,-4.937485420345393E-4
"2016.03.18 13:02",1.12728,1.12735,1.12723,1.12734,-4.937485420345393E-4,-4.8116934892563224E-4
"2016.03.18 14:02",1.12754,1.12759,1.12745,1.12745,-4.8116934892563224E-4,-5.130059398589604E-4
"2016.03.18 15:02",1.12672,1.1268,1.12649,1.1265,-5.130059398589604E-4,-4.5178063467895147E-4
